Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,Daily Total
2019-09-18,2768.4007039739263,20610.5892628308,259.53237118342116,6487.526237969002,4968.017534262385,26598.037967392764,106.18786769793442,3.258646429423379,4823.814633432333,21843.644363463776,22313.543373767905,110782.55
2019-09-19,2772.175581361312,20618.656029665566,258.5269188979648,6455.702353129631,4943.5290757391,26650.389868915492,106.20531845680014,3.2685687225350466,4843.4635728760495,21939.17746804923,22249.81120320467,110840.91
2019-09-20,2753.301194424384,20437.1537758833,256.51601432705206,6382.962044925353,4884.505611606053,26264.294595185347,105.33278051351391,3.2354944121628226,4823.814633432333,21979.77903749805,21920.224835434798,109811.12
2019-09-23,2747.167018669882,20364.552874370394,256.85116508887086,6396.6008527136555,4876.970701291197,26346.094441314614,105.71669720855985,3.244589847515184,4830.61618939362,21853.197673922325,22000.34527842858,109781.36
2019-09-24,2722.1584559784524,20062.049118066614,252.7036744113634,6339.772486929064,4848.086878417577,26090.878921391297,106.10061390360579,3.2404555587186556,4883.517180203625,21657.35480952215,21763.625787765137,108729.49
2019-09-25,2736.786105854572,20291.951972857485,253.16450670886422,6384.098612241046,4880.738156448625,26395.17434899218,106.1704169390687,3.238801843200045,4880.494266443053,21552.268394478146,21963.92689524959,109448.01
2019-09-26,2731.5956494469165,20096.332877114375,249.85489293590373,6360.230698611517,4886.389339184767,26421.350299753543,106.76374274050333,3.269395580294352,4904.677576527627,21428.075358517057,21865.597260666313,109054.14
2019-09-27,2724.045894672145,19884.580247701728,249.81299909067639,6376.142641031202,4866.92415420472,26074.518952165447,106.68521432560757,3.2478972785524065,4888.807279284625,21332.542253931606,21789.11865599043,108296.43
2019-09-30,3414.4452138923,20203.05204381275,410.61457281904825,5760.389362624304,6449.005861890585,25764.522436879324,385.0613054118543,0.0,4678.230516608437,21335.766707673018,20660.25727229233,109061.35
2019-10-01,3336.377272780443,19994.983454508536,401.1783474213817,5637.0405540028,6295.359231568658,25540.538759459854,383.8699416595623,0.0,4665.2193686945075,21129.81844365798,20487.360927566046,107871.75
2019-10-02,3274.744687692134,19693.08001120439,391.1176659312225,5523.970812766419,6174.102971963246,25041.375135496473,376.53364907965886,0.0,4604.536820507042,20817.34521549723,20119.314253148706,106016.12
2019-10-03,3288.245158711478,19892.989047986866,395.9745466506097,5538.361507105595,6215.62908826647,25354.952283883726,379.1044866503943,0.0,4616.788984792658,21009.090150959506,20218.601262991524,106909.74
2019-10-04,3304.6805147350265,20154.094728682347,398.0560669589185,5643.207994433874,6281.240352025562,25780.521270980713,384.9358987010867,0.0,4684.736090565401,21335.766707673018,20408.616057690706,108375.86
2019-10-07,3294.114928719888,20150.01495242148,394.4480984245166,5616.482419232548,6248.019458982984,25658.930131810146,381.863434287281,0.0,4664.496527143733,21248.17951493099,20324.7356528235,107981.29
2019-10-08,3236.5911826374668,19831.79240407386,387.5096973968206,5505.468491473193,6150.848346833442,25198.1637096901,378.2266396750212,0.0,4619.6803509957535,20859.955201155513,20105.619493170387,106273.86
2019-10-09,3271.809802687929,19954.185691899867,391.46458598260733,5558.919641875846,6202.75599221247,25566.136894022085,381.1109940226755,0.0,4642.811280620518,21004.355708108586,20280.22768289396,107253.78
2019-10-10,3302.9195837325037,20056.18009842154,396.59900274310235,5618.538232709573,6259.646771547887,25738.9243023171,381.9574893203567,0.0,4637.751389765101,21115.615115105218,20410.327902687997,107918.46
2019-10-11,3365.7261228224947,20309.126226595286,402.14972356525914,5686.380077451401,6379.24198650117,26097.29818618825,381.3618074442107,0.0,4619.6803509957535,21290.78950058927,20639.715132324847,109171.47
2019-10-14,3341.660065788012,20264.24868772575,401.5946514830435,5696.659144836527,6365.9536292841385,26087.698885727415,379.73152020423214,0.0,4590.043847414026,21283.687836312893,20631.155907338398,109042.43
2019-10-15,3363.9651918199716,20602.8701173777,403.12109970913656,5770.66843000943,6415.784968848006,26369.278365911887,378.1639363196374,0.0,4576.309857949323,21662.44326438653,20814.323322048425,110356.93
2019-10-16,3373.356823833428,20643.667879986373,397.63976289725673,5758.33354914728,6414.123924195877,26193.29119079659,378.47745309655636,0.0,4587.15248121093,21641.13827155739,20899.91557191292,110287.1
2019-10-17,3380.4005478435206,20757.901615290644,397.77853091781066,5766.5568030553795,6444.022727934198,26135.69538803159,380.23314704730245,0.0,4597.9951044725385,21799.742107063223,20956.40645682349,110616.73
2019-10-18,3375.704731836792,20521.274592160364,395.6970106095019,5776.8358704405055,6388.377732087879,25886.113576049895,380.79747724575657,0.0,4613.174777038789,21723.991021448495,20913.61033189124,109975.58
2019-10-21,3365.139145821653,20647.747656247237,402.84356366802876,5859.068409521508,6427.412281412909,26164.493289414087,382.11424770881615,0.0,4630.522974257362,21697.95158576843,20994.067046763867,110571.36
2019-10-22,3351.6386748023097,20443.758843203894,408.3942844901855,5844.677715182333,6479.73518795497,25809.31917236322,382.3023577749675,0.0,4651.485379229804,21745.296014277636,20853.69575698609,109970.3
2019-10-23,3373.356823833428,20611.029669899435,411.3777969320948,5865.235849952584,6478.904665628906,25838.11707374572,384.12075508109746,0.0,4668.472155672989,21882.59485695433,20757.832437137855,110271.04
2019-10-24,3383.3354328477253,20370.32287050829,409.71258068544773,5861.124222998534,6486.379366563485,26215.68955853854,385.24941547800563,0.0,4686.904615217723,21752.397678554018,20747.561367154118,110298.68
2019-10-25,3419.1410298990286,20521.274592160364,413.04301317874183,5889.905611676885,6527.905482866709,26529.26670692579,383.05479803957303,0.0,4635.582865112779,21792.640442786844,20723.595537192057,110835.41
2019-10-28,3429.119638913326,20721.18362894284,410.61457281904825,5922.7986273092865,6545.346451714063,26868.44198987527,382.3023577749675,0.0,4574.864174847775,22019.893699631022,20788.645647089073,111663.21
